stop_lat,zone_id,stop_lon,stop_url,stop_id,stop_desc,stop_name,location_type
39.882775,,-105.012203,,16885,Vehicles Travelling South,Ura Ln & W 103rd Ave,0
39.732758,,-104.883449,,25299,Vehicles Travelling East,11th Ave & Yosemite St,0
39.771463,,-105.001829,,14993,Vehicles Travelling South,Lipan St & W 40th Ave,0
39.732889,,-104.8874,,25295,Vehicles Travelling West,11th Ave & Xanthia St,0
39.725225,,-104.880702,,25294,Vehicles Travelling East,9200 Block Lowry Blvd,0
39.725714,,-104.879394,,25291,Vehicles Travelling West,Lowry Blvd & Alton Way,0
39.723881,,-104.883318,,25293,Vehicles Travelling East,Lowry Blvd & Yosemite Way,0
39.725075,,-104.881879,,25292,Vehicles Travelling East,9100 Block Lowry Blvd,0
39.580609,,-105.100192,,19948,Vehicles Travelling East,W Ken Caryl Ave & S Garrison St,0
39.795792,,-104.856814,,24111,Vehicles Travelling East,11300 Block 55th Ave,0
39.933504,,-105.025035,,17249,Vehicles Travelling Southwest,Westlake Dr & W 131st Cir,0
39.795811,,-104.860917,,24110,Vehicles Travelling East,55th Ave & Joliet St,0
39.827995,,-104.962485,,21473,Vehicles Travelling Northeast,2000 Block Hwy 224,0
39.782629,,-104.75494,,20852,Vehicles Travelling Southeast,Green Valley Ranch Blvd & Himalaya Rd,0
39.733052,,-105.061044,,10048,Vehicles Travelling East,W 10th Ave & Gray St,0
39.73312,,-105.061687,,10049,Vehicles Travelling West,W 10th Ave & Gray St,0
39.706448,,-104.98771,,21472,Vehicles Travelling South,Broadway & W Center Ave,0
39.758381,,-105.020676,,10739,Vehicles Travelling East,W 29th Ave & Clay St,0
39.73313,,-105.057576,,10040,Vehicles Travelling West,W 10th Ave & Depew St,0
40.04327,,-105.258638,,10734,Vehicles Travelling South,28th St & Winding Trail Dr,0
39.758256,,-104.936959,,10735,Vehicles Travelling East,29th Ave & Bellaire St,0
40.01955,,-105.258603,,10732,Vehicles Travelling South,28th St & Walnut St,0
39.732985,,-105.025626,,10045,Vehicles Travelling West,W 10th Ave & Federal Blvd,0
40.026076,,-105.258515,,10730,Vehicles Travelling South,28th St & Mapleton Ave,0
39.642683,,-105.000551,,25034,Vehicles Travelling North,S Kalamath St & W Oxford Ave,0
39.730958,,-104.936055,,18960,Vehicles Travelling East,9th Ave & Clermont St,0
39.722601,,-104.783307,,25788,Vehicles Travelling East,Telluride St & Winterpark Ave,0
39.758719,,-105.011072,,12396,Vehicles Travelling Northeast,Boulder St & 15th St,0
39.823978,,-104.93613,,12392,Vehicles Travelling North,Birch St & 70th Ave,0
39.616729,,-104.901313,,12390,Vehicles Travelling East,Berry Ave & Greenwood Plaza Blvd,0
39.616717,,-104.903436,,12391,Vehicles Travelling East,Berry Ave & S Quebec St,0
39.733344,,-104.934008,,26016,Vehicles Travelling East,Hale Pkwy & Clermont St,0
39.856296,,-104.924673,,26017,Vehicles Travelling West,88th Ave & Fish Hatchery Rd,0
39.986899,,-104.786402,,26014,Vehicles Travelling West,Bridge St & Eastgate Village Ent,0
39.98361,,-104.818886,,26012,Vehicles Travelling East,Egbert St & S 4th Ave,0
39.986739,,-104.786616,,26013,Vehicles Travelling East,Bridge St & Eastgate Village Ent,0
39.985336,,-104.819295,,26011,Vehicles Travelling West,Bush St & S 3rd Ave,0
39.85618,,-104.925075,,26018,Vehicles Travelling East,88th Ave & Fish Hatchery Rd,0
39.732796,,-104.887603,,26019,Vehicles Travelling East,11th Ave & Willow St,0
39.619037,,-104.773513,,21592,Vehicles Travelling Northwest,Smoky Hill Rd & S Tower Rd,0
39.609299,,-104.748588,,21590,Vehicles Travelling Northwest,Smoky Hill Rd & S Kirk St,0
39.615391,,-104.763677,,21591,Vehicles Travelling Northwest,Smoky Hill Rd & Danube St,0
39.780731,,-104.954067,,22869,Vehicles Travelling North,Clayton St & Vasquez Blvd,0
39.78199,,-104.954749,,22868,Vehicles Travelling West,47th Ave & Thompson Ct,0
40.003167,,-105.212436,,22863,Vehicles Travelling North,Cherryvale Rd & Baseline Rd,0
40.003688,,-105.21008,,22860,Vehicles Travelling West,Baseline Rd & Platt Middle School,0
39.781885,,-104.954516,,22867,Vehicles Travelling East,47th Ave & Thompson Ct,0
39.781994,,-104.956604,,22866,Vehicles Travelling West,47th Ave & Columbine St,0
39.781899,,-104.955995,,22865,Vehicles Travelling East,47th Ave & Elizabeth St,0
39.780722,,-104.958122,,22864,Vehicles Travelling North,Josephine St & Steavenson Pl,0
39.586565,,-104.9885,,24176,Vehicles Travelling South,S Broadway & W Fremont Pl,0
39.864176,,-104.972863,,23194,Vehicles Travelling Southwest,Eppinger Blvd & Hoffman Way,0
39.70324,,-104.787207,,18592,Vehicles Travelling West,Ohio Pl & S Richfield St,0
39.706993,,-104.798364,,18593,Vehicles Travelling West,Alameda Ave & S Memphis Way,0
39.707076,,-104.801254,,18590,Vehicles Travelling East,Alameda Ave & S Kalispell Way,0
39.706724,,-104.797665,,18591,Vehicles Travelling East,Alameda Ave & S Memphis Way,0
40.050968,,-105.219974,,14637,Vehicles Travelling East,Jay Rd & 57th St,0
40.051097,,-105.225732,,14636,Vehicles Travelling West,Jay Rd & 55th St,0
39.707338,,-104.801389,,18594,Vehicles Travelling West,Alameda Ave & S Kalispell Way,0
40.051106,,-105.259334,,14634,Vehicles Travelling West,Jay Rd & 28th St,0
39.883663,,-104.940404,,23191,Vehicles Travelling South,Colorado Blvd & 104th Ave,0
39.733631,,-104.940533,,13049,Vehicles Travelling North,Colorado Blvd & 11th Ave,0
39.877665,,-104.940365,,23192,Vehicles Travelling South,Colorado Blvd & 100th Ave,0
39.856357,,-105.077052,,11825,Vehicles Travelling East,W 88th Ave & Teller St,0
40.007951,,-105.257959,,13041,Vehicles Travelling East,Colorado Ave & 28th St Farside,0
40.00831,,-105.261699,,13040,Vehicles Travelling West,Colorado Ave & 26th St,0
40.007553,,-105.254345,,13043,Vehicles Travelling West,Colorado Ave & 30th St,0
40.00831,,-105.259385,,13042,Vehicles Travelling West,Colorado Ave & 28th St Farside,0
40.008184,,-105.264945,,13044,Vehicles Travelling East,Colorado Ave & Folsom St,0
39.73376,,-104.940864,,13047,Vehicles Travelling South,Colorado Blvd & 11th Ave,0
39.779116,,-104.839591,,18736,Vehicles Travelling Southeast,Albrook Dr & Crown Blvd,0
39.777453,,-104.834474,,18737,Vehicles Travelling Southeast,Albrook Dr & Anaheim Ct,0
39.781823,,-104.84487,,18734,Vehicles Travelling Southeast,Montbello PnR Gate B,0
39.780136,,-104.841137,,18735,Vehicles Travelling Southeast,Albrook Dr & Tulsa Ct,0
39.98699,,-105.158281,,18044,Vehicles Travelling West,South Boulder Rd & Hayes Dr,0
39.717501,,-105.011056,,33510,Vehicles Travelling South,Tejon St & W Irvington Pl,0
39.802014,,-105.107648,,18730,Vehicles Travelling West,9800 Block W 58th Ave,0
39.899624,,-105.010975,,18047,Vehicles Travelling East,W 112th Ave & Raritan St,0
39.776113,,-104.827704,,18738,Vehicles Travelling Northeast,44th Ave & Davenport Way,0
39.777295,,-104.824167,,18739,Vehicles Travelling Northeast,44th Ave & Andrews Dr,0
39.680877,,-104.790843,,20249,Vehicles Travelling North,S Buckley Rd & Asbury Ave,0
39.678128,,-104.790854,,20248,Vehicles Travelling North,S Buckley Rd & Evans Ave,0
39.680271,,-104.791154,,20240,Vehicles Travelling South,S Buckley Rd & Asbury Ave,0
39.673791,,-104.796545,,20243,Vehicles Travelling West,Iliff Ave & S Naples Way,0
39.673782,,-104.791609,,20242,Vehicles Travelling West,Iliff Ave & S Buckley Rd,0
39.673599,,-104.801192,,20244,Vehicles Travelling East,Iliff Ave & S Kittredge Way,0
39.67416,,-104.790864,,20247,Vehicles Travelling North,S Buckley Rd & Iliff Ave,0
39.673554,,-104.795699,,20246,Vehicles Travelling East,Iliff Ave & S Naples Way,0
39.856536,,-105.082658,,11827,Vehicles Travelling West,W 88th Ave & Wadsworth Blvd,0
39.868675,,-104.961064,,34673,Vehicles Travelling East,2100 Block 95th Ave,0
39.704113,,-105.140128,,23533,Vehicles Travelling Northwest,S Xenon Ct & W Alameda Dr,0
39.761712,,-105.156177,,23531,Vehicles Travelling East,W 32nd Ave & Eldridge St,0
39.709006,,-105.138019,,23536,Vehicles Travelling North,W Alameda Dr & W Dakota Ave,0
39.712498,,-105.137995,,23537,Vehicles Travelling North,Van Gordon St & W Cedar Dr,0
39.705852,,-105.138895,,23534,Vehicles Travelling Northeast,W Alameda Dr & W Center Ave,0
39.707212,,-105.137995,,23535,Vehicles Travelling North,W Alameda Dr & W Virginia Ave,0
39.716365,,-105.136564,,23538,Vehicles Travelling Northeast,100 Block Van Gordon St,0
39.718206,,-105.135362,,23539,Vehicles Travelling South,Van Gordon St & W 2nd Pl,0
39.856296,,-105.08086,,11826,Vehicles Travelling East,W 88th Ave & Wadsworth Blvd,0
39.771665,,-104.976985,,25840,Vehicles Travelling North,Brighton Blvd & 36th St,0
39.700799,,-105.047429,,25843,Vehicles Travelling East,Morrison Rd & W Kentucky Ave,0
39.987051,,-105.138554,,25845,Vehicles Travelling West,South Boulder Rd & Garfield Ave,0
39.986239,,-105.137948,,25846,Vehicles Travelling North,Garfield Ave & South Boulder Rd,0
39.856432,,-105.073545,,11821,Vehicles Travelling East,W 88th Ave & Pierce St,0
39.856116,,-104.96687,,11820,Vehicles Travelling East,88th Ave & McElwain Blvd,0
39.755746,,-104.987521,,12550,Vehicles Travelling South,Broadway & Lawrence St,0
40.039375,,-105.281959,,12551,Vehicles Travelling North,Broadway & Kalmia Ave,0
39.793636,,-104.826834,,15272,Vehicles Travelling Northwest,Maxwell Pl & Atchison St,0
39.793197,,-104.826115,,15273,Vehicles Travelling Southeast,Maxwell Pl & Atchison St,0
39.792695,,-104.823423,,15274,Vehicles Travelling Southeast,Maxwell Pl & Crown Blvd,0
39.793086,,-104.824041,,15275,Vehicles Travelling Northwest,Maxwell Pl & Crown Blvd,0
39.792151,,-104.820722,,15276,Vehicles Travelling Southeast,Maxwell Pl & Crystal St,0
39.794518,,-104.814343,,15277,Vehicles Travelling Northeast,Maxwell Pl & Elkhart St,0
39.794199,,-104.815066,,15278,Vehicles Travelling Southwest,Maxwell Pl & Elkhart St,0
39.792562,,-104.821427,,15279,Vehicles Travelling Northwest,Maxwell Pl & Pensacola Dr,0
39.856291,,-104.966969,,11823,Vehicles Travelling West,88th Ave & Poze Blvd,0
39.602766,,-105.016245,,16079,Vehicles Travelling North,S Prince St & W Caley Ave,0
40.198618,,-105.107,,16076,Vehicles Travelling North,Pratt St & Emerson Pl,0
39.580638,,-105.095001,,22669,Vehicles Travelling East,8600 Block W Ken Caryl Ave,0
39.709741,,-104.890056,,22668,Vehicles Travelling Southeast,8500 Block Alameda Ave,0
40.1864,,-105.252623,,22661,Vehicles Travelling South,Hwy 36 & Pointe View Dr,0
39.802117,,-105.09156,,22660,Vehicles Travelling West,W 58th Ave & Carr St,0
40.186349,,-105.25244,,22662,Vehicles Travelling North,Hwy 36 & Pointe View Dr,0
39.762006,,-105.114215,,10899,Vehicles Travelling West,W 32nd Ave & Miller St,0
39.762186,,-105.03605,,10898,Vehicles Travelling West,W 32nd Ave & Meade St,0
39.76195,,-105.108957,,10893,Vehicles Travelling East,W 32nd Ave & Kipling St,0
39.762189,,-105.032615,,10892,Vehicles Travelling West,W 32nd Ave & Julian St,0
39.762102,,-105.03197,,10891,Vehicles Travelling East,W 32nd Ave & Julian St,0
39.76207,,-105.036072,,10897,Vehicles Travelling East,W 32nd Ave & Meade St,0
39.762131,,-105.067913,,10896,Vehicles Travelling West,W 32nd Ave & Marshall St,0
39.762068,,-105.067295,,10895,Vehicles Travelling East,W 32nd Ave & Lamar St,0
39.744538,,-104.837592,,26572,Vehicles Travelling West,17th Pl & Aurora Ct,0
39.719514,,-104.949846,,24717,Vehicles Travelling South,Steele St & 2nd Ave,0
39.680476,,-104.940542,,24716,Vehicles Travelling North,S Colorado Blvd & Colorado Center Dr,0
39.720944,,-104.951163,,24718,Vehicles Travelling East,3rd Ave & Saint Paul St,0
39.795979,,-104.740227,,34807,Vehicles Travelling West,Maxwell Pl & Netherland St,0
39.726127,,-104.817457,,22009,Vehicles Travelling North,Sable Blvd & 6th Ave,0
40.061394,,-105.282238,,22003,Vehicles Travelling South,Broadway & Lee Hill Dr,0
39.887363,,-104.996551,,22002,Vehicles Travelling North,Huron St & Naiad Dr,0
40.061015,,-105.282037,,22004,Vehicles Travelling North,Broadway & Lee Hill Dr,0
39.678545,,-105.034048,,13603,Vehicles Travelling East,W Evans Ave & S Lowell Blvd,0
39.678484,,-104.982392,,13602,Vehicles Travelling East,Evans Ave & S Logan St,0
39.678638,,-104.983478,,13601,Vehicles Travelling West,Evans Ave & S Logan St,0
39.6786,,-105.002114,,13600,Vehicles Travelling West,W Evans Ave & S Lipan St,0
39.678361,,-104.912182,,13607,Vehicles Travelling East,Evans Ave & S Monaco Pkwy,0
39.678352,,-104.952551,,13606,Vehicles Travelling East,Evans Ave & S Milwaukee St,0
39.678522,,-104.952638,,13605,Vehicles Travelling West,Evans Ave & S Milwaukee St,0
39.678651,,-105.034698,,13604,Vehicles Travelling West,W Evans Ave & S Lowell Blvd,0
39.678544,,-104.913613,,13608,Vehicles Travelling West,Evans Ave & S Monaco Pkwy,0
40.199465,,-105.110065,,17657,Vehicles Travelling East,23rd Ave & Gay St,0
39.601058,,-104.722317,,26379,Vehicles Travelling East,Smoky Hill Rd & S Ponderosa Trail,0
39.605069,,-104.72946,,26378,Vehicles Travelling East,Smoky Hill Rd & Saddlerock Trails,0
40.199468,,-105.104314,,17658,Vehicles Travelling East,23rd Ave & Main St,0
40.191064,,-105.10252,,17659,Vehicles Travelling South,Main St & 19th Ave,0
39.745099,,-104.959713,,17388,Vehicles Travelling North,York St & 18th Ave,0
39.744225,,-104.959849,,17389,Vehicles Travelling South,York St & 18th Ave,0
39.743537,,-104.759309,,13540,Vehicles Travelling Northeast,Espana St & Batavia Dr,0
40.058355,,-105.273303,,17382,Vehicles Travelling West,Yarmouth Ave & 19th St,0
40.058296,,-105.280785,,17381,Vehicles Travelling West,Yarmouth Ave & Broadway,0
39.736597,,-104.95987,,17386,Vehicles Travelling South,York St & 13th Ave,0
39.742614,,-104.959842,,17387,Vehicles Travelling South,York St & 17th Ave,0
39.732524,,-104.959882,,17384,Vehicles Travelling South,York St & 9th Ave,0
39.734817,,-104.959869,,17385,Vehicles Travelling South,York St & 12th Ave,0
39.841721,,-105.020875,,11734,Vehicles Travelling East,W 80th Ave & Crestview Ln,0
39.914042,,-104.941303,,19577,Vehicles Travelling West,120th Ave & Colorado Blvd,0
39.913694,,-104.945202,,19576,Vehicles Travelling East,120th Ave & Madison St,0
39.914017,,-104.953823,,19575,Vehicles Travelling West,120th Ave & Steele St,0
39.707394,,-104.819417,,16382,Vehicles Travelling South,S Sable Blvd & Centrepoint Dr,0
39.684854,,-104.819203,,16385,Vehicles Travelling North,S Sable Blvd & Colorado Dr,0
39.684247,,-104.819367,,16384,Vehicles Travelling South,S Sable Blvd & Colorado Dr,0
39.704427,,-104.819159,,16387,Vehicles Travelling North,S Sable Blvd & Exposition Ave,0
39.689081,,-104.819355,,16389,Vehicles Travelling South,S Sable Blvd & Florida Ave,0
39.690471,,-104.819187,,16388,Vehicles Travelling North,S Sable Blvd & Florida Ave,0
39.841903,,-105.087099,,11760,Vehicles Travelling West,W 80th Ave & Pomona Dr,0
39.613393,,-104.791579,,26370,Vehicles Travelling North,S Buckley Rd & Dorado Dr,0
39.841739,,-105.044878,,11766,Vehicles Travelling East,W 80th Ave & Stuart St,0
39.841869,,-105.047514,,11767,Vehicles Travelling West,W 80th Ave & Tennyson St,0
39.841708,,-105.052593,,11764,Vehicles Travelling East,W 80th Ave & Sheridan Blvd,0
39.913996,,-104.946488,,19578,Vehicles Travelling West,120th Ave & Madison St,0
39.60914,,-104.899582,,20744,Vehicles Travelling South,Greenwood Plaza Blvd & Orchard Rd,0
39.74092,,-105.081128,,17036,Vehicles Travelling North,Wadsworth Blvd & W Colfax Ave,0
39.739753,,-105.081624,,17037,Vehicles Travelling South,Wadsworth Blvd & W Colfax Ave,0
39.816399,,-104.922108,,14336,Vehicles Travelling North,Holly St & 66th Way,0
39.814656,,-104.922264,,14337,Vehicles Travelling South,Holly St & 66th Way,0
40.148374,,-105.121867,,14442,Vehicles Travelling Southwest,Ken Pratt Blvd & S Sunset St,0
39.863395,,-105.021277,,18340,Vehicles Travelling East,W 92nd Ave & Elm Ct,0
39.968288,,-105.484172,,21922,Vehicles Travelling West,Hwy 119 & Hurricane Hill Rd,0
40.005593,,-105.351202,,21921,Vehicles Travelling West,Hwy 119 & Magnolia Dr,0
40.004248,,-105.3801,,21920,Vehicles Travelling East,Hwy 119 & Milepost 35,0
39.8634,,-105.030348,,18337,Vehicles Travelling East,W 92nd Ave & Lander St,0
39.809428,,-104.922161,,14332,Vehicles Travelling North,Holly St & 62nd Ave,0
39.808993,,-104.922287,,14333,Vehicles Travelling South,Holly St & 62nd Ave,0
39.752724,,-104.993012,,20522,Vehicles Travelling Southwest,Larimer St & 20th St,0
39.727616,,-105.12832,,20523,Vehicles Travelling North,Simms St & W 6th Ave North Frontage Rd,0
39.728986,,-105.001925,,20525,Vehicles Travelling West,W 8th Ave & Mariposa St,0
39.728839,,-105.002056,,20526,Vehicles Travelling East,W 8th Ave & Mariposa St,0
39.655128,,-104.86996,,20528,Vehicles Travelling Northeast,Girard Ave & S Galena St,0
39.654238,,-104.873083,,20529,Vehicles Travelling East,Girard Ave & S Florence St,0
39.863408,,-105.010367,,18344,Vehicles Travelling East,W 92nd Ave & Tejon St,0
40.046769,,-105.272831,,10387,Vehicles Travelling South,19th St & Poplar Ave,0
40.021746,,-105.270335,,10386,Vehicles Travelling Southeast,20th St & Pine St,0
40.043772,,-105.272825,,10385,Vehicles Travelling South,19th St & Norwood Ave,0
40.04396,,-105.272662,,10384,Vehicles Travelling North,19th St & Norwood Ave,0
39.752397,,-104.994418,,10383,Vehicles Travelling Southeast,19th St & Market St,0
39.707768,,-104.986327,,14988,Vehicles Travelling North,S Lincoln St & Virginia Ave,0
40.040319,,-105.272678,,10381,Vehicles Travelling North,19th St & Kalmia Ave,0
40.050373,,-105.272684,,10389,Vehicles Travelling North,19th St & Riverside Ave,0
40.047039,,-105.272685,,10388,Vehicles Travelling North,19th St & Poplar Ave,0
40.029314,,-105.225808,,16925,Vehicles Travelling West,Valmont Rd & Minshal Dr,0
40.029158,,-105.230027,,16924,Vehicles Travelling East,Valmont Rd & Sterling Dr,0
40.029143,,-105.23403,,16927,Vehicles Travelling East,Valmont Rd & Airport Rd,0
40.029309,,-105.23516,,16926,Vehicles Travelling West,Valmont Rd & Airport Rd,0
40.029337,,-105.24575,,16921,Vehicles Travelling West,Valmont Rd & Centergreen Ct,0
40.02912,,-105.249434,,16920,Vehicles Travelling East,Valmont Rd & 34th St,0
40.029321,,-105.230545,,16923,Vehicles Travelling West,Valmont Rd & Sterling Cir,0
40.029126,,-105.246326,,16922,Vehicles Travelling East,Valmont Rd & Centergreen Ct,0
40.02912,,-105.239566,,16929,Vehicles Travelling East,Valmont Rd & Sterling Ct,0
40.014573,,-105.231506,,12235,Vehicles Travelling East,Arapahoe Ave & Eisenhower Dr,0
40.014762,,-105.220185,,12237,Vehicles Travelling West,5700 Block Arapahoe Ave,0
40.014519,,-105.22017,,12236,Vehicles Travelling East,5700 Block Arapahoe Ave,0
40.014853,,-105.213448,,12231,Vehicles Travelling West,Arapahoe Ave & Cherryvale Rd,0
40.01483,,-105.232478,,12233,Vehicles Travelling West,Arapahoe Ave & Commerce St,0
40.0146,,-105.212603,,12232,Vehicles Travelling East,Arapahoe Ave & Cherryvale Rd,0
39.726682,,-105.200719,,33949,Vehicles Travelling West,Jeffco Government Center Station Gate A,0
40.014875,,-105.237901,,12239,Vehicles Travelling West,Arapahoe Ave & MacArthur Dr,0
40.014613,,-105.237648,,12238,Vehicles Travelling East,Arapahoe Ave & MacArthur Dr,0
39.832213,,-105.005972,,15868,Vehicles Travelling North,Pecos St & Del Norte St,0
39.734649,,-105.18185,,15719,Vehicles Travelling Southeast,South Golden Rd & Pike St,0
39.733869,,-105.178459,,15718,Vehicles Travelling East,South Golden Rd & Mt Vernon Rd,0
39.733836,,-105.17627,,15717,Vehicles Travelling Southeast,South Golden Rd & Moss St,0
39.873912,,-105.005666,,15864,Vehicles Travelling South,Pecos St & W 97th Ave,0
39.741112,,-105.198957,,15715,Vehicles Travelling West,South Golden Rd & Lunnonhaus Dr,0
39.740182,,-105.197888,,15714,Vehicles Travelling East,South Golden Rd & Lunnonhaus Dr,0
39.870657,,-105.00552,,15861,Vehicles Travelling North,Pecos St & W 96th Ave,0
39.869102,,-105.006165,,15860,Vehicles Travelling South,Pecos St & Cherrywood St,0
39.874159,,-105.005482,,15863,Vehicles Travelling North,Pecos St & W 97th Ave,0
